,ADI_NUMARA,geometry,SESDensity
0,BOSNA HERSEK,"POLYGON Z ((32.55332560281039 37.996971974500894 0, 32.552478587941465 37.99719799945534 0, 32.55127866234556 37.997848633197286 0, 32.549603895770524 37.99847716118684 0, 32.548250264388976 37.99840915947332 0, 32.54758640043535 37.99870541940197 0, 32.546495630017205 37.998686438585196 0, 32.546145221690466 37.998806828231636 0, 32.54558095075319 37.99912562884671 0, 32.54450972873725 37.999756415187996 0, 32.543139985254754 37.999754254428865 0, 32.54193877732572 37.999941970370664 0, 32.54068133030413 37.99998996043602 0, 32.53999758478593 38.000184092507936 0, 32.5387879029252 38.00007293060627 0, 32.53773366487856 38.00015637937694 0, 32.53700090992587 38.00045068640104 0, 32.536199897231974 38.001157614136545 0, 32.53579401686126 38.001133574296574 0, 32.53547612495967 38.00109753535626 0, 32.534962393500706 38.00094402565994 0, 32.53445275567249 38.0009603916085 0, 32.53358477146931 38.00117394175589 0, 32.533045815986604 38.00116252081705 0, 32.53247390032885 38.00095776559926 0, 32.53185469800711 38.00080463388672 0, 32.53124192093264 38.00074911614305 0, 32.530613027354526 38.00082031885088 0, 32.530196765340364 38.00079000050364 0, 32.52901798052301 38.000709589871704 0, 32.528540542620846 38.00053781463266 0, 32.527972172105244 38.000559233588085 0, 32.52738109978468 38.00066409261934 0, 32.526669904799434 38.000651048830804 0, 32.52654932588553 38.00064822040241 0, 32.52644687364587 38.00064546486368 0, 32.52636226051849 38.00064368222625 0, 32.52516417867826 38.000337964666315 0, 32.524846124141575 38.00032847947134 0, 32.52464898089335 38.00041572224782 0, 32.52448695745547 38.000576728463855 0, 32.52395570871332 38.001233569584734 0, 32.52363020720896 38.00157602940224 0, 32.5233397440488 38.001699747706596 0, 32.52298813561946 38.00180888937117 0, 32.52261120845653 38.00198397944831 0, 32.52228983146664 38.002080175490654 0, 32.521906472165774 38.00216052919721 0, 32.5210060678748 38.00221003044455 0, 32.52022964120343 38.002303104432215 0, 32.52007199045291 38.002295522344205 0, 32.51996319464162 38.002300214571484 0, 32.520130365178595 38.005328306683225 0, 32.520097241235895 38.00569781163626 0, 32.51984396022246 38.00690013533739 0, 32.519118888128 38.00930388669493 0, 32.51787838522258 38.01303341120169 0, 32.51771365819141 38.01352871225681 0, 32.51741573700382 38.01449439183889 0, 32.517128273156075 38.01542569065203 0, 32.51668169914865 38.017981684514154 0, 32.51658130348963 38.019249327318335 0, 32.51657906503952 38.02010466076781 0, 32.51658492916039 38.0251022913093 0, 32.51659695665342 38.026460146276214 0, 32.51659364238337 38.026964398534076 0, 32.516593197406536 38.027317995560566 0, 32.51658305293734 38.02780356650608 0, 32.51668434241831 38.02780308191795 0, 32.51847034915718 38.02779383155556 0, 32.518997729478386 38.027751295395305 0, 32.5202662053538 38.02728285150715 0, 32.52322765644829 38.02522133662791 0, 32.525812977090865 38.02343198931381 0, 32.52892780256636 38.021240915746425 0, 32.530784380742844 38.02002579201003 0, 32.53363164257809 38.01802699404516 0, 32.53705329375526 38.015566762886685 0, 32.538412616536135 38.01474614086463 0, 32.540306991604275 38.01345928377026 0, 32.540830296283005 38.01310304314039 0, 32.540943726866146 38.012990215194534 0, 32.54798016194517 38.00801274102981 0, 32.550755010257774 38.00655247535614 0, 32.5517189764733 38.00609694295583 0, 32.55319638865751 38.00552656957701 0, 32.55472717893667 38.00499458732094 0, 32.555808537558505 38.004659044759755 0, 32.55574196124936 38.00451587507982 0, 32.55569888839647 38.00441586786972 0, 32.55555207976313 38.004042428217105 0, 32.55545748348822 38.0038887895155 0, 32.555366329740316 38.0038028381037 0, 32.55503361733244 38.00371335934156 0, 32.55471909793427 38.00375298938204 0, 32.554612022229506 38.00378385275112 0, 32.55448462319568 38.00382049630814 0, 32.554314400702694 38.00384039672546 0, 32.55426992889721 38.00384770744638 0, 32.55401193557183 38.00389016314716 0, 32.55386462781049 38.00387960176608 0, 32.55368192457096 38.00386656291126 0, 32.55415223453494 38.00301092874778 0, 32.55449949991923 38.00227810003255 0, 32.55471644614677 38.00172256833115 0, 32.55332560281039 37.996971974500894 0))",C
